repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
971,Latin American Open Archives Portal,disciplinary,http://lanic.utexas.edu/project/laoap/,N/A,N/A,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections","social_sciences, humanities",The University of Texas at Austin,us,2824,0
972,Universidad Ricardo Palma,institutional,http://cybertesis.urp.edu.pe/,http://cybertesis.urp.edu.pe/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Ricardo Palma,pe,1227,1095
973,Mie University Scholarly E-collections,institutional,https://mie-u.repo.nii.ac.jp/,http://mie-u.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Mie University,jp,11928,0
974,JAIST Repository,institutional,https://dspace.jaist.ac.jp/dspace/index.jsp?locale=en,http://dspace.jaist.ac.jp/dspace-oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Japan Advanced Institute of Science and Technology,jp,13874,18
975,Niigata University Academic Repository,institutional,https://niigata-u.repo.nii.ac.jp/,http://niigata-u.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Niigata University,jp,31612,0
976,Dspace @ Tor Vergata,institutional,http://dspace.uniroma2.it/dspace/index.jsp,http://dspace.uniroma2.it/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Università degli Studi di Roma Tor Vergata,it,1343,0
978,Open Institutional Archive of the University of Rey Juan Carlos,institutional,https://burjcdigital.urjc.es,https://burjcdigital.urjc.es/oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Rey Juan Carlos,es,7053,0
979,Repositorio del Instituto de Estudios Peruanos,institutional,https://repositorio.iep.org.pe,https://repositorio.iep.org.pe/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Instituto de Estudios Peruanos,pe,604,0
980,ARMIDA@UniMi,institutional,http://armida.unimi.it,http://armida.unimi.it/dspace-oai/request,dspace,"journal_articles, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Milan,it,1793,61
982,ELPUB Digital Repository,institutional,http://elpub.scix.net/cgi-bin/works/Home,http://elpub.scix.net/cgi-bin/works/OAI,other,conference_and_workshop_papers,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",ELPUB,si,774,0
983,UnipiEprints,institutional,http://eprints.adm.unipi.it/,http://eprints.adm.unipi.it/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Università di Pisa,it,1467,553
984,Nature Precedings,disciplinary,https://www.nature.com/npre,N/A,N/A,"conference_and_workshop_papers, unpub_reports_and_working_papers","health_and_medicine, science",Nature Publishing Group,gb,5058,0
986,Shinshu University Institutional Repository,institutional,https://soar-ir.repo.nii.ac.jp/,http://soar-ir.repo.nii.ac.jp/oai,weko,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Shinshu University,jp,20798,17258
987,Universiti Teknologi Malaysia Institutional Repository,institutional,http://eprints.utm.my/,http://eprints.utm.my/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universiti Teknologi Malaysia,my,37906,0
988,Open Archief van VIOE-publicaties,institutional,https://oar.onroerenderfgoed.be/,https://oar.onroerenderfgoed.be/oai2.php,other,journal_articles,humanities,Vlaams Instituut voor het Onroerend Erfgoed,be,4951,4404
989,ResearchArchive at Victoria University of Wellington,institutional,http://researcharchive.vuw.ac.nz/,http://researcharchive.vuw.ac.nz/oai/request,dspace,"conference_and_workshop_papers, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Victoria University of Wellington,nz,6809,0
991,University of Salford Institutional Repository,institutional,https://salford-repository.worktribe.com/,https://salford-repository.worktribe.com/oaiprovider,other,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects, patents, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Salford,gb,29091,9349
992,Alaska's Digital Archives,aggregating,https://vilda.alaska.edu/digital/,N/A,contentdm,"unpub_reports_and_working_papers, learning_objects, other_special_item_types",humanities,University of Alaska Fairbanks,us,85406,0
993,CHSPR Publications,institutional,http://www.chspr.ubc.ca/pubs/pub-search,N/A,other,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",health_and_medicine,University of British Columbia,ca,381,0
994,GET Savoirs partagés,aggregating,http://savoirspartages.mines-telecom.fr/fr_accueil.html,http://savoirspartages.mines-telecom.fr/z_savoirs_partages_oai/oai2.php,other,"learning_objects, software","social_sciences, technology",Institut Mines-Télécom,fr,97,0
995,BieColl - Bielefeld Electronic Collections,institutional,http://biecoll.ub.uni-bielefeld.de/,http://biecoll.ub.uni-bielefeld.de/oai2/oai2.php,opus,conference_and_workshop_papers,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universität Bielefeld,de,786,0
996,European Centre for Minority Issues,institutional,http://www.ecmi.de/publications/,N/A,other,"journal_articles, bibliographic_references, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","social_sciences, humanities",European Centre for Minority Issues,de,130,0
997,University of Southampton Institutional Repository,institutional,https://eprints.soton.ac.uk/,https://eprints.soton.ac.uk/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, datasets, other_special_item_types","engineering, technology, arts, health_and_medicine, humanities, mathematics, science, social_sciences",University of Southampton,gb,15835,0
999,Electronic Publication Information Center,institutional,http://epic.awi.de/,http://epic.awi.de/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",science,Alfred Wegener Institute for Polar and Marine Research,de,47824,15968
1000,Małopolska Biblioteka Cyfrowa,institutional,http://mbc.malopolska.pl/dlibra,http://mbc.malopolska.pl/dlibra/oai-pmh-repository.xml,dlibra,"journal_articles, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Wrota Małopolska,pl,2241,0
1001,Statistics Online Computational Resource,disciplinary,http://www.SOCR.ucla.edu/,N/A,other,"datasets, learning_objects, software, other_special_item_types","mathematics, technology","University of California, Los Angeles",us,0,0
1002,NERC Open Research Archive,institutional,http://nora.nerc.ac.uk/,http://nora.nerc.ac.uk/cgi/oai2,eprints,"journal_articles, bibliographic_references, theses_and_dissertations, unpub_reports_and_working_papers, patents","humanities, science, technology",Natural Environment Research Council,gb,47868,21366
1004,Kosmopolis,disciplinary,http://kosmopolis.lis.upatras.gr/,N/A,other,journal_articles,"arts, humanities",University of Patras,gr,51185,0
1006,CSIR Research Space,institutional,http://researchspace.csir.co.za/dspace/,N/A,dspace,"journal_articles, conference_and_workshop_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Council for Scientific and Industrial Research,za,9175,0
1007,Prometheus Academic Collections,institutional,http://repository.tufs.ac.jp/doc/index_e.html,http://repository.tufs.ac.jp/dspace-oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Tokyo University of Foreign Studies,jp,7477,2277
1008,University Digital Conservancy,institutional,https://conservancy.umn.edu/,https://conservancy.umn.edu/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Minnesota,us,88001,13847
1009,University of Fukui Repository,institutional,http://repo.flib.u-fukui.ac.jp/dspace/,http://repo.flib.u-fukui.ac.jp/dspace-oai/request,dspace,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Fukui,jp,8203,4731
1010,Wildrepositorium,disciplinary,http://wildrep.socpvs.org/,http://wildrep.socpvs.org/cgi/oai2,eprints,journal_articles,science,Sociedade Portuguesade Vida Selvagem,pt,3,0
1011,The Carlyle Letters Online: A Victorian Cultural Reference,disciplinary,https://carlyleletters.dukeupress.edu/,N/A,N/A,"bibliographic_references, other_special_item_types","arts, humanities",Duke University Press,us,10000,0
1012,University of Huddersfield Repository,institutional,http://eprints.hud.ac.uk/,http://eprints.hud.ac.uk/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Huddersfield,gb,29362,11534
